id,category,current_position,years_experience,education_level,top_skills,resume_summary
10588874,CHEF,Manager and Executive Chef,9.0,D3,"[""Inventory control"", ""Expense control"", ""Supervision and training"", ""Strong presentation skills"", ""Process improvement"", ""Team building"", ""Conflict resolution"", ""Budget allocation""]","Experienced Manager and Executive Chef with over 9 years in the culinary industry, currently overseeing operations at Rochester University Fraternity house kitchens. Proven track record in managing budgets, inventory, and culinary events while ensuring compliance with food safety and quality standards. Recognized for developing innovative menu items catering to diverse dietary needs and representing the university in culinary competitions. Previous roles include Sous Chef and General Manager, where I successfully transformed a family-owned restaurant into a profitable business, earning accolades as one of the 'Top 100 Myrtle Beach Chefs'. Skilled in staff training, conflict resolution, and process improvement, I thrive in fast-paced environments and am committed to delivering exceptional service and culinary excellence."
35157762,CHEF,Food Preparation Workers/Grill Chef,21.0,S1,"[""Food & Beverage Service"", ""Restaurant Management/Hospitality"", ""Gourmet Chef"", ""Pastry Chef"", ""Menu Development"", ""Grill Cook"", ""Team Building"", ""Project Management""]","Gourmet Chef with over 21 years of experience in food preparation and hospitality, specializing in both front-of-house (FOH) and back-of-house (BOH) operations. Proven expertise in customer service, food handling, and menu development, with a strong ability to lead teams and manage projects effectively. Holds multiple certifications in culinary arts and food safety, including ServSafe Food Protection Manager. Recognized for outstanding performance with awards such as Gourmet Chef of the Year in 2008 and Outstanding Employee in 2010. Experienced in various roles including Grill Chef, Pastry Chef, and Kitchen Manager, demonstrating versatility and a commitment to excellence in food service. Strong background in culinary management and a passion for delivering high-quality dining experiences."
91072502,CHEF,Premium Club Chef,23.0,D3,"[""Food cost control specialist"", ""Special dietary needs expert"", ""Proven leadership skills"", ""Skillful kitchen staff trainer"", ""International culinary skills"", ""Strong customer relationship builder"", ""budgets"", ""inventory""]","A highly experienced Chef with 23 years in the culinary field, currently serving as a Premium Club Chef. Demonstrates a strong commitment to quality and profitability, with a proven track record in food cost control and menu development. Skilled in managing large kitchen teams and ensuring high standards of food production and service. Expertise includes creating seasonal menus, training kitchen staff, and maintaining strong customer relationships. Holds an Associate of Occupational Studies in Culinary Arts from The Culinary Institute of America, with a focus on innovative and sophisticated seasonal menus. Recognized for consistently staying under budget and improving inventory procedures to reduce costs."
13212436,CHEF,Personal/ Private Chef,29.0,S1,"[""Kitchen Design & Workflows"", ""Operations Management"", ""Product Costing / Cost Control"", ""Innovative Menu Development"", ""Team Building & Leadership"", ""Quality & Customer Service"", ""New Restaurant Openings"", ""Revenue Growth / P&L Performance Management""]","With over 29 years of experience in the culinary field, I have excelled as an Executive Chef and Personal Chef, specializing in innovative menu development and restaurant operations. My expertise spans various cuisines, including Mexican, Italian, Japanese, and American, with a strong focus on sustainable practices and high-quality ingredients. I have successfully managed large teams and operations, overseeing up to 100 employees and catering events for thousands. My career highlights include revamping menus to enhance customer experiences and achieving significant cost savings in food and labor. I hold an AOS in Culinary Arts & Hospitality Management from the California Culinary Academy, which has equipped me with the skills necessary to thrive in fast-paced culinary environments."
15261348,CHEF,Chef and Restaurant Manager,15.0,S1,"[""Menu creation"", ""Cost control"", ""Inventory management"", ""Food quality assurance"", ""Kitchen staff training"", ""Customer service"", ""Sales increase strategies"", ""Catering management""]","Chef with 15 years of highly recognized work in catering and restaurant management in 4-star hotels and leading restaurants. Specializes in creating menus that attract and retain customers for events and parties. Proven track record in managing kitchen staff, ensuring food quality, and implementing cost control measures. Successfully managed a kitchen staff of 15 employees during high volume dinner services, grossing over 20k per week in food and beverage sales. Holds an Associate of Arts in Specialized Culinary Technology and a Bachelor of Science in Business. Looking for a challenging role in culinary management."
27662298,CHEF,Executive Sous Chef,25.0,S1,"[""Staff development and training"", ""Inventory control"", ""Operations management"", ""Cross-functional team management"", ""High volume production capability"", ""Supervision and training"", ""Cost control"", ""Bilingual (English/Spanish)""]","Dynamic and resourceful Executive Head Chef with 25 years of experience in fine dining, casual dining, and catering. Proven track record in managing large kitchen staffs and ensuring high-quality food production for events and dining services. Skilled in staff development, inventory control, and operations management, with a strong focus on adhering to safety and sanitation standards. Experienced in reducing food costs and enhancing productivity through effective management and innovative menu development. Holds a Bachelor of Arts in Culinary Arts and has extensive training in various culinary disciplines, including restaurant operations and pastry arts."
16066857,CHEF,SENIOR EXECUTIVE CHEF,9.0,,"[""Staff Development"", ""Team Leadership"", ""Profit and Loss"", ""Retail Sales"", ""Self-motivated"", ""Acute Care"", ""Leadership"", ""Team Building""]","A highly experienced Senior Executive Chef with over 9 years in culinary leadership roles, specializing in staff development and operational efficiency. Proven track record of reducing food costs and increasing productivity through effective management and training programs. Demonstrated ability to oversee large culinary teams and manage high-volume food service operations, including acute care facilities and retail environments. Skilled in menu development, customer service, and maintaining high standards of food safety and sanitation. Bilingual in Spanish and English, with a strong commitment to fostering a collaborative team environment and delivering exceptional dining experiences."
30337969,CHEF,"Owner, Personal Chef",8.0,S2,"[""Marketing & Business Development"", ""Client Relationship Management"", ""Budgeting and General Accounting"", ""Creative sales strategies"", ""Resolving client concerns"", ""Pricing and sales analysis"", ""Post-sale customer support"", ""Proactive marketing concepts""]","A seasoned professional with a strong background in Environmental Science and Business Administration, possessing a Bachelor of Science in Biology and an MBA. With eight years of experience as the Owner of a successful Personal Chef business, I have demonstrated expertise in marketing, client management, and sales strategies. My career includes significant roles in environmental assessments and project management, showcasing my ability to handle complex tasks and maintain client relationships. I have received accolades such as the 'Freshwater Flavors Award' and have been actively involved in community service and professional organizations. My skills encompass a wide range of areas including budgeting, sales analysis, and creative marketing strategies, making me a versatile asset in any business environment."
10333299,CHEF,General Manager / Executive Chef,15.0,SMA,"[""Report writing"", ""Computer proficiency"", ""Human resource knowledge"", ""Time management ability"", ""Inventory control"", ""Motivational leadership style"", ""Service-minded"", ""Payroll""]","Dedicated leader with over 15 years of experience as a General Manager and Executive Chef, demonstrating strong organizational and administrative skills. Proven track record in supporting various business areas including accounting, database management, and human resources. Recognized for collaborative teamwork, effective communication, and decision-making abilities. Key accomplishments include facilitating employee onboarding, implementing cost-effective service solutions, and enhancing operational efficiency through process improvements. Experienced in training staff, managing payroll, and maintaining high standards of food quality and service in restaurant settings. Holds a GED and additional vocational certificates in Restaurant Operations and Culinary Management, with a commitment to integrity and hard work."
28396528,CHEF,Caregiver,11.0,SMA,"[""Patient-focused care"", ""Compassionate and trustworthy caregiver"", ""Detail-oriented"", ""Effectively interacts with patients and families"", ""Hospice care provider"", ""Preparation of healthy meals and snacks"", ""Catheter preparation and change"", ""Charting and record keeping""]","A dedicated and compassionate caregiver with over 11 years of experience in providing high-quality care to patients with various needs, including those with chronic illnesses, dementia, and end-of-life care. Demonstrates a strong commitment to patient comfort and safety, ensuring a clean and well-stocked environment while effectively communicating with other caregivers about patient status. Holds a High School Diploma and has completed training in caregiving fundamentals, first aid, CPR, and mental health. Skilled in assisting with activities of daily living (ADLs), meal preparation, and documentation of patient care. Recognized for the ability to provide emotional support to patients and their families, fostering a compassionate atmosphere in challenging situations."
19268120,CHEF,Kitchen Manager / Catering and Events Chef,6.0,S1,"[""ServSafe certified"", ""High volume production capability"", ""Inventory management familiarity"", ""Bilingual (English/Spanish)"", ""Culinary knowledge"", ""Restaurant management"", ""Food cost control specialist"", ""Excellent customer service""]","I am a kitchen manager with six years of experience in back-of-house operations, demonstrating strong leadership and staff management skills. I have over five years of experience as a motivated chef in fast-paced restaurant kitchens. My career reflects a commitment to hard work and excellence, as I have consistently earned promotions through dedication and performance. I am skilled in managing kitchen operations, developing diverse menu items catering to dietary restrictions, and training staff effectively. My experience includes overseeing large teams and ensuring high standards of food quality and customer service. I hold a GED in Culinary Arts and an Associate of Applied Science in Culinary Arts, graduating in the top 5 of my class. I am bilingual in English and Spanish, which enhances my ability to communicate with diverse teams and customers."
20691949,CHEF,A La Carte Chef/ Chef De Cuisine,10.0,S1,"[""cooking"", ""inventory management"", ""sous vide technique"", ""effective communication"", ""organizational skills"", ""time management"", ""leadership"", ""problem solving""]","A professional cook with over 10 years of experience in high-quality restaurants, specializing as an A La Carte Chef and Chef De Cuisine. Demonstrates strong managerial skills by supervising teams of cooks, planning seasonal menus, and ensuring quality standards. Experienced in high-volume production, managing inventory effectively, and utilizing local ingredients to create contemporary cuisine. Holds a Bachelor's degree in Professional Studies, Culinary Arts and Restaurant Management from the Culinary Institute of America. Recognized for strong interpersonal skills, critical thinking, and the ability to train and motivate staff. Proven track record in high-pressure environments, managing up to 1100 covers in a short time frame."
26189601,CHEF,Lead Chef & Food Truck Manager,8.0,S1,"[""Culinary Techniques"", ""Food Preparation"", ""Menu Development"", ""High Volume Production"", ""Customer Service"", ""Problem Solving"", ""Food Safety"", ""Wine & Beer Pairing""]","A highly skilled Lead Chef & Food Truck Manager with over 8 years of experience in the culinary industry, specializing in both classic and contemporary cooking methods. Educated at the Culinary Institute of America, I have developed a strong foundation in global cuisines and have hands-on experience in high-pressure environments, including fine dining and catering. My career highlights include working under renowned chefs, managing culinary operations, and successfully running a personal chef business. I am dedicated to sourcing local ingredients and promoting healthy eating habits, with a proven track record of delivering exceptional service and maintaining high food quality standards."
30826569,CHEF,"Lecturer, Chef Instructor, Researcher, and Recruiter",15.0,S2,"[""Food service management"", ""Team building"", ""Systems improvement"", ""Recipe modification"", ""Budget management"", ""Nutritional education"", ""Curriculum development"", ""Public speaking""]","A goal-driven food service manager, dietitian, and culinary professional with over 15 years of experience in high-volume operations and team building. The candidate has held various roles including Lecturer, Chef Instructor, and Nutrition Consultant, demonstrating expertise in creating engaging educational content and managing food service operations. They have successfully managed large teams and operations, including overseeing 500 employees and 500+ independent contractors. The candidate is skilled in recipe modification, budget management, and compliance with food safety regulations. They have a strong commitment to community engagement and have developed programs that connect nutrition education with local farming initiatives. Their educational background includes a Master of Public Health in Nutrition, a Bachelor of Science in Human Nutrition, and an Associate of Science in Culinary Arts, complemented by credentials as a Registered Dietitian. The candidate is recognized for their contributions to public health and nutrition education, receiving multiple awards for community service and professional excellence."
91268638,CHEF,Event Lead / Prep Cook / Assistant Pastry Chef,3.0,SMA,"[""cooking"", ""baking"", ""customer satisfaction"", ""scheduling"", ""supervising"", ""event management"", ""menu planning"", ""food safety""]","Talented cook with a diverse culinary background encompassing family style meals, restaurant management, and on-site catering. With experience as an Event Lead, I managed teams of up to 40 people, ensuring high performance standards and excellence in food preparation and service. My roles included responsibilities as a Prep Cook and Assistant Pastry Chef, where I prepared a variety of dishes and desserts, trained new employees, and contributed creatively to menu planning. I have also worked as a Line Cook and Baker, consistently achieving high food quality standards and engaging positively with customers. My educational background includes a High School Diploma, and I have developed strong skills in cooking, baking, customer satisfaction, and kitchen management."
36366044,CHEF,Bartender / Server Trainer / Banquet Event Captain,10.0,S1,"[""Leadership"", ""Customer Acquisition"", ""Public Speaking"", ""Objection Handling"", ""Consultative Sales"", ""Team Player"", ""Bilingual"", ""Time Management""]","A results-driven professional with over 10 years of experience in the hospitality and sales industries, currently serving as a Bartender / Server Trainer / Banquet Event Captain. Demonstrates exceptional interpersonal and communication skills, with a proven track record in sales management and customer service. Recognized for leadership abilities, having trained new staff and supervised service teams to ensure high standards of hospitality. Achieved significant sales promotions and awards, including membership in Vector Marketing's 'President's Club'. Holds a Bachelor of Science in Neuroscience and has completed extensive coursework in Biology and Psychology. Bilingual in English and Spanish, with a strong commitment to personal and professional growth, as evidenced by consistent academic excellence and participation in professional development opportunities."
23398733,CHEF,Office Manager,7.0,,"[""ICD-10-CM coding"", ""CPT coding"", ""HCPCS II coding"", ""Inpatient coding"", ""Outpatient coding"", ""Medical Terminology"", ""Anatomy & Pathophysiology"", ""Organized""]","A self-motivated and detail-oriented individual with extensive training in medical coding, including ICD-10-CM/PCS, CPT, and HCPCS II. The candidate has a strong background in tutoring high school subjects and has served as an Office Manager, where they managed financial transactions and accounts. They have been involved in independent sales consulting, showcasing their ability to communicate effectively and mentor others. The candidate is seeking a position in medical coding, leveraging their skills in coding and their experience in managing and supporting educational initiatives."
29990140,CHEF,Project Manager and Photographer,15.0,S1,"[""Customer Service"", ""Microsoft Office"", ""Social media knowledge"", ""Event planning"", ""Digital photography"", ""Sales"", ""Tax preparation"", ""Administrative support""]","Experienced Project Manager and Photographer with over 15 years in digital photography and project management. Proven track record in customer service, event planning, and administrative support. Skilled in managing complex operations and maintaining high levels of client satisfaction. Demonstrated ability to train staff and handle various administrative tasks efficiently. Background includes military training and extensive experience in intelligence analysis, providing valuable insights and support during critical operations. Holds a Bachelor's degree in History with minors in French, Geography, and Secondary Education. Actively involved in community service and leadership roles within various organizations."
30128072,CHEF,Intern,2.0,S1,"[""Microsoft Office"", ""Stata"", ""documentation"", ""staff training"", ""inventory control"", ""legal documents"", ""notes"", ""English""]","The candidate has completed internships in legal settings, assisting lawyers with paperwork, legal documents, and court proceedings. They have experience in organizing documentation for legal filings and collaborating with associates in local courts. Additionally, they have worked in event organization and inventory control. The candidate is currently pursuing a degree in Economics and Political Science at Boston University, maintaining a GPA of 3.3. They have a high school diploma with a GPA of 16.18/20. The candidate is multilingual, fluent in Spanish and English, with basic knowledge of Hebrew. They have demonstrated leadership skills as a captain of their high school soccer team and have participated in the National Math Olympics for five years."
28176889,CHEF,Food Server,5.0,SMA,"[""Cash handling"", ""Professional and friendly"", ""Careful and active listener"", ""Data Entry""]","A dedicated Food Server with a strong background in customer service and food distribution, known for exceeding expectations and enhancing company morale through effective communication. With experience serving over 300 students daily, the candidate has demonstrated skills in food preparation, adherence to dietary guidelines, and maintaining cleanliness in food service areas. Previous roles include Substitute Pre K Teacher, where they provided individualized support to students with special needs, and Loan Processor, where they managed financial documentation and customer relations. The candidate holds a High School Diploma in Business and has a Serv Safe Certification, showcasing a commitment to food safety and quality service."
10889157,CHEF,Lead Cook (Cook III),9.0,S1,"[""Kitchen Management"", ""Knife Skills"", ""Mother Sauce Knowledgeable"", ""Ability to Adapt to any situation"", ""Leadership skills"", ""Employee Development"", ""Fast Pace and efficient""]","Charles Hundley is an experienced culinary professional with over nine years in the cooking and kitchen industry, including four years as a lead cook. He has a strong background in culinary arts, having learned from renowned chefs and developed skills in various cooking techniques, including knife skills and the preparation of mother sauces. Charles holds an Associate of Arts degree in Business Management, which he effectively combines with his culinary expertise to excel in kitchen management roles. His experience includes training new kitchen staff, managing kitchen operations, and ensuring high standards of cleanliness and food quality. Charles is passionate about cooking and aims to become an executive chef, demonstrating a commitment to continuous learning and guest satisfaction."
19951766,CHEF,Table Games Dealer,3.0,SMA,"[""Customer service"", ""Cash handling"", ""Math skills"", ""Typing speed of 98 WPM"", ""PowerPoint"", ""Word"", ""Excel"", ""Photoshop""]","The candidate has a total of three years of experience in customer service, having worked as a Table Games Dealer, Server/Hostess/Cashier, and Server/Waiter. They have demonstrated exceptional customer service skills, ensuring customer satisfaction and building relationships with guests. Their experience includes educating customers on game rules, managing cash transactions, and providing timely service in a restaurant setting. The candidate has a High School Diploma and has completed coursework in various subjects, including Psychology and Calculus. They possess strong skills in typing, multitasking, and organizational training, and have received awards for academic excellence during their education."
57262959,CHEF,Training & Development Specialist/HR,10.0,S1,"[""Employee Engagement"", ""Training & Development"", ""Talent Acquisition"", ""Project Management"", ""Customer Service"", ""Recruitment"", ""Coaching"", ""Interpersonal Communication""]","A dedicated Training & Development Specialist with over 10 years of experience in Human Resource Management, specializing in employee engagement and training programs. Proven track record in developing and managing various organizational development initiatives, including career path programs and new hire orientations. Demonstrated leadership abilities with strong project management skills, effectively collaborating with cross-functional teams to achieve organizational goals. Experienced in recruitment and placement within the non-profit sector, successfully placing over 800 temporary associates into full-time positions. Holds a Bachelor of Arts in Business Management/Human Resource Management from the University of Phoenix, with a commitment to continuous professional development and ethical practices in the workplace."
20033302,CHEF,Business Manager,15.0,S1,"[""Business Management"", ""Customer Relationship Management"", ""Inventory Management"", ""Sales"", ""Marketing"", ""Food Safety"", ""Tax Preparation"", ""Data Analytics""]","Analytical and solutions-oriented manager with 15 years of experience in business management and a strong understanding of accounting, taxes, marketing, sales, and administrative procedures. Proven track record in devising and executing growth strategies, managing profit and loss statements, and leading teams to achieve operational success. Demonstrated ability to enhance customer satisfaction and retention through effective service delivery and innovative marketing initiatives. Recognized for exceptional performance in tax preparation and client service, with numerous awards and accolades. Proficient in various software tools including Microsoft Office Suite, QuickBooks, and Salesforce, with a commitment to continuous improvement and operational excellence."
24709432,CHEF,Material Logistics Specialist,10.0,S1,"[""logistics automation systems"", ""data entry"", ""inventory management"", ""customer service"", ""Microsoft PowerPoint"", ""Microsoft Excel"", ""Microsoft Word"", ""supply chain management""]","Experienced Material Logistics Specialist with over 10 years in administration and logistics. Proven expertise in supply chain management, including shipping, receiving, and inventory control. Skilled in logistics automation systems and data entry, with a strong background in organizing supplies and maintaining accurate records. Demonstrated ability to manage inventory, ensure compliance with safety standards, and provide excellent customer service. Proficient in Microsoft Office Suite, including PowerPoint, Excel, and Word. Holds a Bachelor of Science in Business Administration and various certificates in Business Administration and Operations Management."
62555739,CHEF,Customer Service Rep,8.0,D3,"[""AutoCAD"", ""Customer service"", ""Problem solving"", ""Communication skills"", ""Sales"", ""Tech support"", ""Active listening"", ""Critical thinking""]","I am a motivated individual with over 8 years of experience in customer service and administration, excelling in both telephone and in-person interactions. My background includes significant expertise in AutoCAD design and layout, complemented by strong skills in sales, tech support, and problem-solving. I have consistently achieved high performance in resolving customer issues and ensuring superior service in fast-paced environments. My experience as a Call Center Representative has equipped me with the ability to manage high call volumes while maintaining professionalism and empathy. I am detail-oriented, possess excellent communication skills, and am adept at working under pressure. I am seeking a full-time position that offers new challenges and opportunities for advancement."
31547476,CHEF,Administrative Assistant,7.0,D3,"[""Microsoft Office"", ""Quickbooks"", ""Medisoft"", ""Electronic Medical Records"", ""Customer Service"", ""Sales"", ""Payroll"", ""Bookkeeping""]","The candidate is an experienced Administrative Assistant with over 1.5 years in the medical field and more than 6 years in customer service and sales. They hold an Associate's Degree in Medical Billing and Coding, completed in December 2012. Their professional experience includes managing office tasks such as document creation, bookkeeping, payroll, and tax preparation. They have also worked as an Independent Consultant, marketing kitchen tools and leading workshops. Their skills include proficiency in Microsoft Office, Quickbooks, and various medical software, alongside strong customer service and sales abilities."
18480859,CHEF,Executive Chef/ Food Service Director,30.0,D3,"[""Leadership"", ""Budgeting and analysis"", ""Expense control"", ""Food and labor cost management"", ""Vendor negotiations"", ""Customer communication"", ""Profit generation"", ""Sanitation and food safety""]","With over 30 years of experience in the culinary field, I have developed a strong passion for food and healthy cooking techniques. My career has been marked by successful operational strategies that have reduced staff turnover and created winning menus tailored to consumer preferences. I possess extensive experience in both front and back of house operations, with a proven track record in budgeting and cost management while expanding business operations. As an effective leader, I excel in strategic planning, communication, and staff management, demonstrated through my roles as an Executive Chef and Food Service Director. My accomplishments include transforming a struggling catering company into a successful business, increasing sales by 22%, and maintaining high standards of food safety and sanitation. I am committed to delivering exceptional dining experiences and managing food service operations efficiently."
12254068,CHEF,Health Care Administrator,16.0,S1,"[""customer service"", ""marketing strategies"", ""sales"", ""event planning"", ""training programs"", ""consulting"", ""relationship building"", ""insurance""]","Experienced Health Care Administrator with over 16 years in the healthcare and insurance sectors. Proven track record in exceeding occupancy and revenue goals through effective sales and marketing campaigns. Skilled in developing and maintaining relationships with medical professionals and community stakeholders to enhance service delivery. Strong background in customer service training, having trained over 2400 associates in a multi-disciplinary environment. Adept at creating innovative marketing strategies on a limited budget and organizing special events targeting diverse demographics. Holds a Bachelor of Science in Risk and Benefits Management from The University of Alabama."
11432686,CHEF,Category Brand Manager,20.0,S1,"[""Category Management"", ""Data Analytics"", ""Project Management"", ""Market Analysis"", ""Product Launch"", ""Cross-Functional Team Leadership"", ""P&L Management"", ""Employee Communication""]","A creative marketing professional with 20 years of experience in project management, marketing communications, sales support, strategy, research, and product development across various industries including food manufacturing and consumer packaged goods. As a Category Brand Manager, achieved significant sales growth and margin improvements through innovative marketing strategies and effective project management. Demonstrated expertise in managing product lines, developing new products, and executing successful marketing initiatives. Proven ability to lead cross-functional teams and drive results through data analytics and market analysis. Holds a B.A. in Organizational/Corporate Communications and has completed advanced training in Six Sigma and marketing courses."
25452321,CHEF,Housekeeper,10.0,SMA,"[""Customer-oriented"", ""Organized"", ""Self-directed"", ""Hardworking"", ""Exceptional time management"", ""Decision making skills"", ""Dependable"", ""Honest""]","Dependable and trustworthy Housekeeper with over 10 years of experience in providing exceptional cleaning services in various private homes. Known for a strong work ethic and a commitment to customer satisfaction, I excel in fast-paced environments and maintain a positive attitude. My responsibilities include general housekeeping tasks such as kitchen and bathroom cleaning, laundry, and organizing, ensuring that each client's home is well-maintained and meets their specific needs. I have built strong relationships with clients through effective communication and a flexible schedule, earning their trust and confidence. My background also includes experience as a Breakfast Chef and Owner/Chef of a diner, where I honed my skills in customer service and management. I hold a High School Diploma and have gained extensive hands-on training throughout my career."
28230807,CHEF,Account Director,20.0,S1,"[""coaching"", ""cooking"", ""cost control"", ""client relations"", ""human resources management"", ""inventory control"", ""personnel management"", ""quality control""]","Dedicated professional with over 20 years of experience in the food and beverage industry, currently serving as an Account Director. Proven track record in managing food service operations, ensuring client satisfaction, and maintaining financial responsibility. Holds a Certified Executive Chef Certification in Nutrition and is a member of the American Culinary Federation. Previous roles include Executive Chef and Executive Sous Chef, where responsibilities encompassed culinary operations, menu development, and team supervision. Strong skills in HR management, training, and compliance with sanitation regulations. Committed to delivering exceptional service and quality food while achieving budgetary goals."
15354126,CHEF,Owner/Chef,15.0,D3,"[""Sous vide technique"", ""Strong butchery skills"", ""Contemporary sauce work"", ""ServSafe certified"", ""Inventory management familiarity"", ""High volume production capability"", ""Enforcing strict health and hygiene standards"", ""Customer service""]","Chef with 15 years of experience in high-pressure culinary environments, including 6 years as an Owner/Chef. Proven track record in preparing delicious, healthy dishes and managing culinary operations. Skilled in menu development, food preparation, and maintaining high sanitary standards. Recognized for excellent customer service with a 'Best Customer Service Award' in 2015. Experienced in supervising teams, training staff, and managing inventory. Holds an Associate of Occupational Science from Le Cordon Bleu College of Arts and is ServSafe certified. Seeking a challenging role in culinary management to leverage extensive culinary skills and expertise."
12155206,CHEF,KINDERGARTEN TEACHER,10.0,S2,"[""Microsoft Office"", ""Inspiration Software"", ""Strong Typing Skills"", ""Proofreading/Grammar"", ""Time management"", ""Customer service"", ""Organizational skills"", ""Multi-tasking""]","A dedicated and energetic Kindergarten Teacher with over 10 years of experience in education, specializing in creating engaging lesson plans that adhere to Common Core standards. Proven ability to differentiate instruction for diverse learners, including English Language Learners. Recognized for establishing positive relationships with students, parents, and colleagues, and for receiving the Teacher of the Year Award from the Boys & Girls Club of Nashua. Holds a Master's degree in Elementary Education and a Bachelor's degree in Business Management, complemented by an Associate's degree in Administrative Secretarial Management. Demonstrates strong administrative skills, proficiency in Microsoft Office, and a commitment to lifelong learning and professional development."
27298953,CHEF,Substitute Para Professional,20.0,S1,"[""Relationship Management"", ""Human Resources Management"", ""Project Management"", ""Training and Development"", ""Event Planning"", ""Marketing"", ""Customer Service"", ""Process Development""]","Professional with extensive management experience and exceptional people skills, seeking a challenging role as an Administrator. Demonstrated expertise in Relationship Management and Human Resource Management, with a strong background in operations management, project management, and training development. Recognized for outstanding performance, including being named Employee of the Year at PLP Composite Technologies Inc. for exceptional dedication and problem resolution during a business crisis. Proven ability to guide students in various subjects as a Substitute Para Professional, while also managing event photography and private sessions as a Founder and Creative Director. Experienced in creating project plans, maintaining client relationships, and performing human resource functions. Holds a Certificate in Human Resources Management and has completed various courses in Marketing and Management."
68338341,CHEF,Executive Chef-Partner,9.0,S1,"[""Cost control"", ""P & L analysis"", ""Menu production"", ""Sanitation"", ""Purchasing"", ""Catering management"", ""Staff training"", ""Event planning""]","An accomplished Executive Chef-Partner with over 9 years of experience in fine dining and catering, demonstrating a strong ability to manage kitchen operations and ensure high-quality food service. Proven track record in cost control and P & L analysis, successfully reducing food costs by 9% through effective purchasing strategies. Skilled in menu production and design, with extensive experience in supervising both back-of-house and front-of-house operations, ensuring exceptional customer service and financial management. Holds certifications in food safety and liquor management, and has a solid background in event planning and execution for various catering needs. Education includes an Associate of Science in Culinary Arts from The Culinary Institute of America, complemented by business administration studies. Recognized for leadership in managing large teams and delivering outstanding culinary experiences for events of all sizes, from intimate gatherings to large-scale functions."
22349169,CHEF,Line Chef/Expediter,12.0,S1,"[""coaching"", ""cooking"", ""counseling"", ""customer satisfaction"", ""quality"", ""scheduling"", ""supervising"", ""safety""]","Chef with 12 years of experience in high-paced restaurant environments, demonstrating a strong ability to lead kitchen operations and maintain high standards of food quality and safety. Experienced in various roles including Line Chef, Kitchen Manager, and Sous Chef, with a proven track record of managing kitchen staff, reducing food costs, and ensuring compliance with recipes and portion control. Skilled in inventory management and customer interaction, consistently seeking feedback to enhance service levels. Holds a High School Diploma and has completed coursework in Culinary and Restaurant Management as well as Hospitality Management, complemented by a Culinary Arts Certificate."
11877150,FINANCE,Finance,10.0,S1,"[""Superior time management"", ""Customer relations"", ""Excellent communication skills"", ""Strong interpersonal skills"", ""Multilingual in English and Indonesian"", ""Proficient in Ms. Office"", ""Critical thinking"", ""Attention to detail""]","A highly motivated accounting graduate with a solid background in finance, currently working as a Finance professional since July 2013. Demonstrates strong analytical skills and the ability to manage projects effectively. Experienced in proposing cost-saving measures, forecasting operating costs, and analyzing financial reports. Previously worked as a Junior Auditor, where responsibilities included analyzing cost reports and providing recommendations to management. Holds a Bachelor's degree in Accounting from Kwik Kian Gie School of Business and possesses excellent communication and interpersonal skills, along with proficiency in Microsoft Office. Seeking to transition into business and property consultancy."
86549455,FINANCE,Adjunct Professor,7.0,S3,"[""Project management"", ""Customer satisfaction"", ""Mentoring"", ""Data analysis"", ""Training and development"", ""Public speaking"", ""Budget planning"", ""Employee relations""]","A finance professional with a strong focus on improving morale, reducing turnover, and enhancing productivity. With a background in leadership development and strategic thinking, the candidate has held various roles in finance and project management from July 2008 to October 2015, including advising managers and developing metrics to mitigate risks. Currently serving as an Adjunct Professor since August 2013, the individual conducts leadership courses aimed at adult learners, fostering a positive attitude towards organizational leadership. The educational background includes a Doctor of Philosophy in Organizational Leadership, a Master of Arts in Industrial Organizational Psychology, and a Bachelor of Science in Psychology. The candidate is also actively involved in various professional affiliations and has a keen interest in leadership development and mentoring."
26530575,FINANCE,Finance Manager,10.0,S2,"[""financial analysis"", ""budgeting"", ""forecasting"", ""GAAP"", ""contract negotiation"", ""auditing"", ""accounting"", ""risk management""]","Finance Manager with over 10 years of experience in financial management, accounting, and auditing within healthcare and nonprofit sectors. Proven track record in financial analysis, budgeting, and forecasting, with a strong focus on compliance with GAAP guidelines. Skilled in leading financial reporting processes, developing financial models, and collaborating with auditors to ensure accuracy and transparency in financial statements. Recognized for implementing process improvements that enhance operational efficiency and reduce costs. Holds an MBA in Business Administration and is a Certified Public Accountant (CPA). Experienced in managing teams and fostering relationships with stakeholders to drive financial success."
23955183,FINANCE,Finance Analyst,4.0,S1,"[""Analytical skills"", ""Variance analysis"", ""Financial modeling"", ""MS Office Suite"", ""Interpersonal skills"", ""Leadership skills"", ""Complex problem solving"", ""Project management""]","A strategic and analytical finance professional with over 4 years of experience in financial reporting, analysis, and project management. Currently working as a Finance Analyst, responsible for executing variance and gap analysis, monitoring Key Performance Indicators (KPI), and developing financial analysis reports. Proven ability to analyze pricing and sales, manage budgets, and create sales strategies. Previous experience includes roles as a Claim Representative and Intern, where skills in client interaction, insurance coverage analysis, and negotiation were honed. Holds a Bachelor of Science in Business Administration with a focus on Finance from California State University of Bakersfield."
